,Category,URL
245,moisturizer-skincare,https://www.sephora.com/product/confidence-in-cream-transforming-moisturizing-super-cream-P411403
246,moisturizer-skincare,https://www.sephora.com/product/the-moisturizing-cool-gel-cream-P429637
247,moisturizer-skincare,https://www.sephora.com/product/rainforest-the-sea-drink-h2o-hydrating-boost-moisturizer-P405599
248,moisturizer-skincare,https://www.sephora.com/product/water-bank-moisture-cream-P420655
249,moisturizer-skincare,https://www.sephora.com/product/uv-expert-aquagel-defense-primer-moisturizer-spf-50-P442750
250,moisturizer-skincare,https://www.sephora.com/product/the-silk-cream-P417867
251,moisturizer-skincare,https://www.sephora.com/product/genius-sleeping-collagen-P439055
252,moisturizer-skincare,https://www.sephora.com/product/bye-bye-redness-neutralizing-correcting-cream-P411393
253,moisturizer-skincare,https://www.sephora.com/product/counter-balance-oil-control-hydrator-P416818
254,moisturizer-skincare,https://www.sephora.com/product/capture-totale-dreamskin-advanced-P415619
255,moisturizer-skincare,https://www.sephora.com/product/rose-gold-elixir-P417139
256,moisturizer-skincare,https://www.sephora.com/product/revitalizing-supreme-global-anti-aging-creme-P384342
257,moisturizer-skincare,https://www.sephora.com/product/genius-ultimate-anti-aging-cream-P384537
258,moisturizer-skincare,https://www.sephora.com/product/the-indigo-cream-soothing-skin-protectant-P434556
259,moisturizer-skincare,https://www.sephora.com/product/whipped-argan-oil-face-butter-P404338
260,moisturizer-skincare,https://www.sephora.com/product/benefiance-wrinkleresist24-night-cream-P173616
261,moisturizer-skincare,https://www.sephora.com/product/dr-andrew-weil-for-origins-mega-bright-spf-30-skin-tone-correcting-oil-free-moisturizer-P385253
262,moisturizer-skincare,https://www.sephora.com/product/cicapair-tiger-grass-cream-P411539
263,moisturizer-skincare,https://www.sephora.com/product/kiehls-calendula-serum-infused-water-cream-P444059
264,moisturizer-skincare,https://www.sephora.com/product/double-duty-face-moisturizer-broad-spectrum-spf-20-P40629
265,moisturizer-skincare,https://www.sephora.com/product/argan-daily-moisturizer-spf-47-P385679
266,moisturizer-skincare,https://www.sephora.com/product/ginzing-spf-40-energy-boosting-tinted-moisturizer-P420966
267,moisturizer-skincare,https://www.sephora.com/product/juno-hydroactive-cellular-face-oil-P309306
268,moisturizer-skincare,https://www.sephora.com/product/ultra-repair-face-moisturizer-P375534
269,moisturizer-skincare,https://www.sephora.com/product/dynamic-skin-recovery-spf50-P443354
270,moisturizer-skincare,https://www.sephora.com/product/moisture-surge-intense-for-very-dry-to-dry-combination-skin-P302901
271,moisturizer-skincare,https://www.sephora.com/product/nourishing-moisturizer-hydrate-repair-P438620
272,moisturizer-skincare,https://www.sephora.com/product/youthquake-hydra-full-retexturizing-gel-creme-P445427
273,moisturizer-skincare,https://www.sephora.com/product/original-skin-matte-moisturizer-with-willowherb-P422536
274,moisturizer-skincare,https://www.sephora.com/product/squalane-probiotic-gel-moisturizer-P416561
275,moisturizer-skincare,https://www.sephora.com/product/cooling-water-P404795
